randomInt;age;gender;district;modeOfTransportation;distance;G03Q13amountOfPeople;income;frequency;days[1];days[2];days[3];days[4];days[5];days[6];days[7];time[1];time[2];time[3];time[4];time[5];moneySpent;orderingItems;deliveringItems;willingPayDelivery;findProducts;usingDiscounts;preferCash;preferCashless;isRelaxing;satisGeneralStore;satisMusic;satisQualityProducts;satisGeneralAssortment;satisVeganProducts;satisOrganicProducts;satisGlutenfreeProducts;satisAnimalProducts;ideasExtendedBusiness;ideasHelpCarry;ideasCustomerCouncil;ideasFreeWifi;ideasTouchDisplay;ideasSelfCheckout;ideasBikeParking;ideasUndergroundParking
3;25-30;Female;Springtown;Walking;500 meters to 1km;2;6000;Twice;No;No;No;No;Yes;Yes;No;No;No;Yes;Yes;Yes;Between 75 and 100 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;6;3;8;7;6;3;;8;10;4;1;8;8;10;9;4
4;30-35;Male;Springtown;Own Car;1-2km;3;70000;Twice;No;No;Yes;No;Yes;No;No;No;No;No;Yes;Yes;More than 125 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather disagree;Strongly disagree;Rather disagree;Strongly agree;Neutral / Undecided;4;3;6;7;5;6;7;8;9;6;3;8;7;10;9;9
3;20-25;Male;Springtown;Walking;500 meters to 1km;4;50;;No;No;No;No;No;No;Yes;Yes;No;No;Yes;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;;Strongly agree;Neutral / Undecided;Strongly agree;10;5;8;9;9;9;9;;9;;;10;10;10;10;10
4;60-65;Male;Duckborg;Bicycle;5-7km;2;50000;Three times;Yes;No;Yes;No;No;Yes;No;Yes;Yes;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather disagree;Neutral / Undecided;Strongly agree;Rather disagree;Strongly disagree;6;5;4;7;4;4;7;7;2;6;1;7;4;5;8;6
3;25-30;Male;Springtown;Own Car;500 meters to 1km;3;1200;Twice;Yes;No;No;No;No;Yes;No;No;No;No;Yes;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Rather disagree;Rather disagree;;;10;9;10;10;7;9;7;10;10;5;4;2;8;10;10;8
3;25-30;Male;Duckborg;Bicycle;500 meters to 1km;1;480;Once;No;No;No;No;No;Yes;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;;;Neutral / Undecided;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;7;1;5;5;;;5;5;10;1;1;10;10;10;10;10
1;40-45;Male;Springtown;Walking;500 meters to 1km;3;8000;Twice;No;No;No;No;No;Yes;Yes;No;No;No;Yes;No;Between 75 and 100 USD;… ordering online.;… get them delivered to the store for me to pick-up.;15 to 20 USD;;Rather agree;Neutral / Undecided;Strongly agree;Strongly agree;9;8;9;9;7;8;8;7;7;7;8;8;7;8;8;7
2;30-35;Female;Godham;Own Car;1-2km;4;32000;Twice;No;No;Yes;No;No;Yes;No;Yes;No;No;Yes;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather agree;Strongly agree;Rather agree;Rather agree;10;9;10;9;9;10;9;7;5;9;6;10;8;10;9;10
4;55-60;Female;Springtown;Own Car;>7km;3;100000;Once;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Rather disagree;Strongly agree;Neutral / Undecided;9;8;8;7;6;7;6;8;9;3;7;9;9;10;5;6
2;35-40;Female;Springtown;Own Car;>7km;3;800000;Twice;No;Yes;No;No;No;Yes;No;No;No;Yes;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather disagree;Strongly disagree;Strongly agree;Rather disagree;8;3;7;6;6;6;6;8;5;7;3;5;3;4;9;7
3;40-45;Male;Metrapalis;Walking;5-7km;5 or more;300;Once;No;No;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;More than 125 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Rather agree;6;6;7;8;8;8;2;9;9;9;2;9;9;9;9;9
3;20-25;Male;Godham;Bicycle;3-5km;1;1500;Three times;No;No;Yes;No;No;Yes;Yes;Yes;No;No;Yes;No;Between 50 and 75;… ordering online.;…get them myself in and from the store.;I would not pay for that;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;8;8;9;;;;9;9;;;;9;10;10;1
3;25-30;Diverse;Piltunder;Walking;Less than few hundred meters;4;1800;Twice;No;No;Yes;No;No;Yes;No;No;No;No;No;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Strongly disagree;7;4;8;5;3;;6;;7;1;2;3;1;9;10;1
2;50-55;Male;Duckborg;Own Car;5-7km;4;6000;Once;No;No;No;Yes;No;No;No;No;Yes;No;No;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather disagree;Neutral / Undecided;Neutral / Undecided;Strongly disagree;9;;9;9;;;;9;1;1;1;1;1;5;1;1
2;30-35;Female;Metrapalis;Own Car;3-5km;4;215000;Twice;No;Yes;No;No;No;No;Yes;No;No;No;Yes;No;More than 125 USD;…selecting them myself in the store.;… get them directly delivered to my address.;15 to 20 USD;Strongly agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather disagree;9;;10;9;;;;10;6;10;10;4;3;5;;
3;15-20;Male;Godham;Bicycle;500 meters to 1km;1;980;Once;No;No;No;No;No;Yes;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Strongly disagree;Rather disagree;Strongly disagree;Rather agree;Rather disagree;2;4;3;8;3;3;6;3;1;2;3;4;5;6;7;7
4;60-65;Female;Piltunder;Bicycle;1-2km;2;6000;Three times;Yes;No;Yes;No;No;Yes;No;No;Yes;No;No;No;Between 25 and 50 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Strongly agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather agree;8;3;8;8;7;7;6;8;9;3;2;9;9;10;10;3
4;20-25;Female;Springtown;;500 meters to 1km;2;122234;;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;Less than 25 USD;;;;;;;;;;;;;;;;;;;;;;;;
4;65-70;Male;Duckborg;Own Car;500 meters to 1km;1;5000;Four times;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;No;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;15 to 20 USD;Strongly agree;Rather disagree;Strongly agree;Rather disagree;Neutral / Undecided;8;4;4;6;8;6;5;4;7;7;5;7;8;9;7;9
3;35-40;Male;Springtown;Bicycle;500 meters to 1km;1;100;Twice;No;No;No;No;Yes;No;No;No;No;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Neutral / Undecided;Neutral / Undecided;Rather disagree;Strongly agree;Rather agree;4;3;5;4;5;4;5;4;1;8;5;10;10;10;10;10
4;65-70;Female;Springtown;Own Car;1-2km;2;180000;Once;Yes;No;No;No;No;No;No;Yes;No;No;No;No;100 to 125 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Rather agree;Rather agree;Strongly disagree;Strongly agree;Rather agree;7;5;5;5;8;8;8;5;2;3;3;3;9;9;2;2
4;>75;Prefer not to say;Piltunder;Walking;3-5km;;345765;;No;Yes;No;No;Yes;No;No;No;Yes;Yes;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;… get them delivered to the store for me to pick-up.;I would not pay for that;Rather agree;Rather disagree;Strongly disagree;Neutral / Undecided;Rather disagree;2;1;7;4;2;1;;3;1;5;;4;10;3;10;1
3;35-40;Male;Springtown;Walking;Less than few hundred meters;1;1700;Three times;Yes;No;Yes;No;No;Yes;No;Yes;No;No;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Neutral / Undecided;Strongly agree;Rather disagree;Neutral / Undecided;8;5;8;8;7;6;6;6;8;5;3;9;3;3;6;4
1;25-30;Male;Metrapalis;Public transportation;3-5km;1;1000;Twice;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;10;10;8;9;8;9;9;9;9;1;5;10;10;10;10;10
3;15-20;Male;;Own Car;;3;999998;Once;No;No;Yes;No;No;No;No;Yes;Yes;Yes;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Neutral / Undecided;Strongly disagree;Rather disagree;Rather agree;Strongly disagree;;6;9;8;;8;;9;;2;1;1;1;10;8;2
1;30-35;Male;Metrapalis;Walking;500 meters to 1km;3;60000;Three times;No;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;No;Less than 25 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Neutral / Undecided;Strongly agree;Rather disagree;Strongly agree;Rather agree;7;;8;5;2;3;1;5;10;1;9;2;8;10;10;3
1;60-65;Male;Piltunder;Walking;1-2km;2;45700;Twice;No;Yes;No;No;Yes;No;No;No;Yes;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Neutral / Undecided;Rather agree;Strongly agree;Rather disagree;Strongly disagree;8;4;9;10;9;8;9;6;8;9;5;5;1;6;7;9
2;30-35;Male;Godham;Own Car;1-2km;3;50;Three times;No;Yes;No;Yes;No;No;No;No;No;No;No;No;100 to 125 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Strongly agree;Strongly agree;Neutral / Undecided;Rather agree;Rather disagree;9;7;9;7;5;5;5;7;9;8;8;8;8;9;9;10
3;20-25;Male;Godham;Walking;1-2km;2;5.5;Once;No;No;No;No;No;No;Yes;No;No;No;No;Yes;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly disagree;Rather disagree;Rather disagree;Rather disagree;Rather disagree;5;5;5;6;6;6;7;7;4;6;;8;9;9;9;8
4;35-40;Male;Piltunder;Own Car;3-5km;4;600;Once;No;No;No;No;No;Yes;Yes;No;Yes;Yes;No;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Neutral / Undecided;Strongly agree;Neutral / Undecided;6;6;7;8;8;8;7;8;8;9;9;10;10;10;10;7
4;45-50;Male;Duckborg;Own Car;>7km;1;2500;Once;No;No;Yes;No;No;No;No;Yes;No;No;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
